GeneID	Clid	Samples	TimePoint	Value	Type
YGR108W_285	12	285	D2	765.284000	SEP
YGR108W_285	12	285	D5	117.310133	SEP
YGR108W_285	12	285	D14	46.186250	SEP
YGR109C_285	12	285	D2	856.489667	SEP
YGR109C_285	12	285	D5	39.960467	SEP
YGR109C_285	12	285	D14	10.187385	SEP
YGR159C_285	12	285	D2	2302.370000	SEP
YGR159C_285	12	285	D5	827.319000	SEP
YGR159C_285	12	285	D14	417.065500	SEP
YGR177C_285	12	285	D2	457.891000	SEP
YGR177C_285	12	285	D5	118.278267	SEP
YGR177C_285	12	285	D14	28.815200	SEP
YGR214W_285	12	285	D2	4054.700000	SEP
YGR214W_285	12	285	D5	679.712333	SEP
YGR214W_285	12	285	D14	172.916000	SEP
YGR221C_285	12	285	D2	432.486667	SEP
YGR221C_285	12	285	D5	120.006833	SEP
YGR221C_285	12	285	D14	21.605350	SEP
YHL015W_285	12	285	D2	8941.823333	SEP
YHL015W_285	12	285	D5	1954.080000	SEP
YHL015W_285	12	285	D14	752.272000	SEP
YHL033C_285	12	285	D2	6615.656667	SEP
YHL033C_285	12	285	D5	1204.461000	SEP
YHL033C_285	12	285	D14	200.759250	SEP
YHR128W_285	12	285	D2	1080.654000	SEP
YHR128W_285	12	285	D5	116.500000	SEP
YHR128W_285	12	285	D14	89.142950	SEP
YHR144C_285	12	285	D2	600.945000	SEP
YHR144C_285	12	285	D5	169.143667	SEP
YHR144C_285	12	285	D14	22.603850	SEP
YHR149C_285	12	285	D2	868.220667	SEP
YHR149C_285	12	285	D5	333.453333	SEP
YHR149C_285	12	285	D14	52.504700	SEP
YHR154W_285	12	285	D2	256.957333	SEP
YHR154W_285	12	285	D5	68.407667	SEP
YHR154W_285	12	285	D14	29.763850	SEP
YHR163W_285	12	285	D2	2343.470000	SEP
YHR163W_285	12	285	D5	430.396333	SEP
YHR163W_285	12	285	D14	391.974000	SEP
YHR216W_285	12	285	D2	577.107667	SEP
YHR216W_285	12	285	D5	51.509867	SEP
YHR216W_285	12	285	D14	196.829500	SEP
YIL018W_285	12	285	D2	7033.810000	SEP
YIL018W_285	12	285	D5	1805.443333	SEP
YIL018W_285	12	285	D14	797.804500	SEP
YIL066C_285	12	285	D2	2456.753333	SEP
YIL066C_285	12	285	D5	187.296333	SEP
YIL066C_285	12	285	D14	659.013000	SEP
YIL069C_285	12	285	D2	6243.066667	SEP
YIL069C_285	12	285	D5	834.242333	SEP
YIL069C_285	12	285	D14	41.653250	SEP
YIL094C_285	12	285	D2	5279.996667	SEP
YIL094C_285	12	285	D5	1184.743333	SEP
YIL094C_285	12	285	D14	313.148000	SEP
YIL123W_285	12	285	D2	1848.600000	SEP
YIL123W_285	12	285	D5	446.915333	SEP
YIL123W_285	12	285	D14	174.603000	SEP
YIL158W_285	12	285	D2	254.790000	SEP
YIL158W_285	12	285	D5	20.849567	SEP
YIL158W_285	12	285	D14	21.704000	SEP
YJL177W_285	12	285	D2	4917.236667	SEP
YJL177W_285	12	285	D5	830.593000	SEP
YJL177W_285	12	285	D14	350.939500	SEP
YJL190C_285	12	285	D2	6084.083333	SEP
YJL190C_285	12	285	D5	291.486000	SEP
YJL190C_285	12	285	D14	108.828350	SEP
YJL200C_285	12	285	D2	1770.553333	SEP
YJL200C_285	12	285	D5	338.382333	SEP
YJL200C_285	12	285	D14	169.172500	SEP
YJL213W_285	12	285	D2	1051.978000	SEP
YJL213W_285	12	285	D5	169.078667	SEP
YJL213W_285	12	285	D14	127.784000	SEP
YJR047C_285	12	285	D2	6663.803333	SEP
YJR047C_285	12	285	D5	1119.294333	SEP
YJR047C_285	12	285	D14	1041.727000	SEP
YJR092W_285	12	285	D2	492.169667	SEP
YJR092W_285	12	285	D5	110.310733	SEP
YJR092W_285	12	285	D14	29.534550	SEP
YJR094W-A_285	12	285	D2	7705.433333	SEP
YJR094W-A_285	12	285	D5	1780.100000	SEP
YJR094W-A_285	12	285	D14	463.590500	SEP
YJR143C_285	12	285	D2	2977.613333	SEP
YJR143C_285	12	285	D5	519.367333	SEP
YJR143C_285	12	285	D14	166.546000	SEP
YKL006W_285	12	285	D2	6772.393333	SEP
YKL006W_285	12	285	D5	1499.153333	SEP
YKL006W_285	12	285	D14	366.364500	SEP
YKL081W_285	12	285	D2	3785.083333	SEP
YKL081W_285	12	285	D5	526.797667	SEP
YKL081W_285	12	285	D14	377.871000	SEP
YKR039W_285	12	285	D2	1876.540000	SEP
YKR039W_285	12	285	D5	278.248000	SEP
YKR039W_285	12	285	D14	409.970500	SEP
YLL045C_285	12	285	D2	6124.790000	SEP
YLL045C_285	12	285	D5	1807.666667	SEP
YLL045C_285	12	285	D14	346.652500	SEP
YLR029C_285	12	285	D2	6009.910000	SEP
YLR029C_285	12	285	D5	813.253667	SEP
YLR029C_285	12	285	D14	392.867500	SEP
YLR048W_285	12	285	D2	6212.320000	SEP
YLR048W_285	12	285	D5	1264.913333	SEP
YLR048W_285	12	285	D14	120.648000	SEP
YLR060W_285	12	285	D2	3073.746667	SEP
YLR060W_285	12	285	D5	946.335000	SEP
YLR060W_285	12	285	D14	113.045500	SEP
YLR061W_285	12	285	D2	6916.550000	SEP
YLR061W_285	12	285	D5	1528.733333	SEP
YLR061W_285	12	285	D14	528.230500	SEP
YLR212C_285	12	285	D2	663.090333	SEP
YLR212C_285	12	285	D5	228.238000	SEP
YLR212C_285	12	285	D14	20.078400	SEP
YLR264W_285	12	285	D2	4631.493333	SEP
YLR264W_285	12	285	D5	681.877667	SEP
YLR264W_285	12	285	D14	63.482050	SEP
YLR367W_285	12	285	D2	5189.086667	SEP
YLR367W_285	12	285	D5	716.978667	SEP
YLR367W_285	12	285	D14	839.816500	SEP
YLR372W_285	12	285	D2	4958.776667	SEP
YLR372W_285	12	285	D5	570.918667	SEP
YLR372W_285	12	285	D14	124.232500	SEP
YLR388W_285	12	285	D2	6211.420000	SEP
YLR388W_285	12	285	D5	1167.487333	SEP
YLR388W_285	12	285	D14	509.402000	SEP
YLR406C_285	12	285	D2	5319.106667	SEP
YLR406C_285	12	285	D5	749.802333	SEP
YLR406C_285	12	285	D14	342.672500	SEP
YLR432W_285	12	285	D2	1558.776667	SEP
YLR432W_285	12	285	D5	194.097000	SEP
YLR432W_285	12	285	D14	91.596850	SEP
YLR441C_285	12	285	D2	3597.433333	SEP
YLR441C_285	12	285	D5	629.429000	SEP
YLR441C_285	12	285	D14	164.032000	SEP
YLR448W_285	12	285	D2	4282.286667	SEP
YLR448W_285	12	285	D5	751.110333	SEP
YLR448W_285	12	285	D14	140.320050	SEP
YML019W_285	12	285	D2	958.970667	SEP
YML019W_285	12	285	D5	131.304333	SEP
YML019W_285	12	285	D14	56.241350	SEP
YML056C_285	12	285	D2	2993.293333	SEP
YML056C_285	12	285	D5	369.024333	SEP
YML056C_285	12	285	D14	151.990500	SEP
YML063W_285	12	285	D2	6552.933333	SEP
YML063W_285	12	285	D5	1693.233333	SEP
YML063W_285	12	285	D14	227.408000	SEP
YML106W_285	12	285	D2	4335.010000	SEP
YML106W_285	12	285	D5	1444.546667	SEP
YML106W_285	12	285	D14	296.996000	SEP
YMR030W-A_285	12	285	D2	199.140333	SEP
YMR030W-A_285	12	285	D5	14.773643	SEP
YMR030W-A_285	12	285	D14	18.757050	SEP
YMR032W_285	12	285	D2	163.974000	SEP
YMR032W_285	12	285	D5	27.895667	SEP
YMR032W_285	12	285	D14	32.172400	SEP
YMR143W_285	12	285	D2	7547.015000	SEP
YMR143W_285	12	285	D5	1712.651667	SEP
YMR143W_285	12	285	D14	569.488500	SEP
YMR199W_285	12	285	D2	1279.880000	SEP
YMR199W_285	12	285	D5	415.184000	SEP
YMR199W_285	12	285	D14	56.482150	SEP
YMR217W_285	12	285	D2	5149.500000	SEP
YMR217W_285	12	285	D5	1389.453333	SEP
YMR217W_285	12	285	D14	574.728000	SEP
YMR230W_285	12	285	D2	3944.318333	SEP
YMR230W_285	12	285	D5	763.452167	SEP
YMR230W_285	12	285	D14	545.387250	SEP
YMR241W_285	12	285	D2	2418.886667	SEP
YMR241W_285	12	285	D5	452.481667	SEP
YMR241W_285	12	285	D14	126.748500	SEP
YMR290C_285	12	285	D2	1111.047333	SEP
YMR290C_285	12	285	D5	343.570333	SEP
YMR290C_285	12	285	D14	67.530800	SEP
YMR318C_285	12	285	D2	3942.630000	SEP
YMR318C_285	12	285	D5	907.113667	SEP
YMR318C_285	12	285	D14	538.882500	SEP
YMR321C_285	12	285	D2	1213.633333	SEP
YMR321C_285	12	285	D5	198.873333	SEP
YMR321C_285	12	285	D14	118.273000	SEP
YNL141W_285	12	285	D2	2442.656667	SEP
YNL141W_285	12	285	D5	456.741000	SEP
YNL141W_285	12	285	D14	71.304500	SEP
YNL142W_285	12	285	D2	5057.726667	SEP
YNL142W_285	12	285	D5	295.311667	SEP
YNL142W_285	12	285	D14	474.677500	SEP
YNL247W_285	12	285	D2	1027.635667	SEP
YNL247W_285	12	285	D5	334.801000	SEP
YNL247W_285	12	285	D14	59.945200	SEP
YNL289W_285	12	285	D2	773.975667	SEP
YNL289W_285	12	285	D5	271.559333	SEP
YNL289W_285	12	285	D14	15.879750	SEP
YNL300W_285	12	285	D2	2464.590000	SEP
YNL300W_285	12	285	D5	50.385167	SEP
YNL300W_285	12	285	D14	26.388300	SEP
YNR021W_285	12	285	D2	3460.973333	SEP
YNR021W_285	12	285	D5	447.302333	SEP
YNR021W_285	12	285	D14	42.178450	SEP
YNR050C_285	12	285	D2	3967.963333	SEP
YNR050C_285	12	285	D5	179.403000	SEP
YNR050C_285	12	285	D14	122.567500	SEP
YNR067C_285	12	285	D2	488.693000	SEP
YNR067C_285	12	285	D5	40.733500	SEP
YNR067C_285	12	285	D14	45.336300	SEP
YOL007C_285	12	285	D2	1175.204000	SEP
YOL007C_285	12	285	D5	417.608000	SEP
YOL007C_285	12	285	D14	45.026300	SEP
YOL019W_285	12	285	D2	484.036667	SEP
YOL019W_285	12	285	D5	167.538667	SEP
YOL019W_285	12	285	D14	28.213750	SEP
YOL020W_285	12	285	D2	278.152000	SEP
YOL020W_285	12	285	D5	48.506667	SEP
YOL020W_285	12	285	D14	35.434800	SEP
YOL039W_285	12	285	D2	4922.603333	SEP
YOL039W_285	12	285	D5	789.453000	SEP
YOL039W_285	12	285	D14	512.218000	SEP
YOL090W_285	12	285	D2	690.558667	SEP
YOL090W_285	12	285	D5	215.506333	SEP
YOL090W_285	12	285	D14	33.344800	SEP
YOL120C_285	12	285	D2	7694.960000	SEP
YOL120C_285	12	285	D5	839.301333	SEP
YOL120C_285	12	285	D14	187.433500	SEP
YOR063W_285	12	285	D2	8309.476667	SEP
YOR063W_285	12	285	D5	1457.103333	SEP
YOR063W_285	12	285	D14	815.917500	SEP
YOR095C_285	12	285	D2	984.051333	SEP
YOR095C_285	12	285	D5	189.988333	SEP
YOR095C_285	12	285	D14	41.231000	SEP
YOR096W_285	12	285	D2	6329.986667	SEP
YOR096W_285	12	285	D5	1132.203333	SEP
YOR096W_285	12	285	D14	216.386500	SEP
YOR168W_285	12	285	D2	1380.246667	SEP
YOR168W_285	12	285	D5	248.295667	SEP
YOR168W_285	12	285	D14	100.840800	SEP
YOR293W_285	12	285	D2	5706.123333	SEP
YOR293W_285	12	285	D5	1313.141667	SEP
YOR293W_285	12	285	D14	612.775750	SEP
YOR315W_285	12	285	D2	264.455000	SEP
YOR315W_285	12	285	D5	18.294333	SEP
YOR315W_285	12	285	D14	11.254980	SEP
YOR375C_285	12	285	D2	6777.680000	SEP
YOR375C_285	12	285	D5	849.510333	SEP
YOR375C_285	12	285	D14	372.868500	SEP
YPL037C_285	12	285	D2	5896.643333	SEP
YPL037C_285	12	285	D5	1428.460000	SEP
YPL037C_285	12	285	D14	438.401500	SEP
YPL160W_285	12	285	D2	2818.593333	SEP
YPL160W_285	12	285	D5	562.213667	SEP
YPL160W_285	12	285	D14	144.282500	SEP
YPL256C_285	12	285	D2	906.429000	SEP
YPL256C_285	12	285	D5	222.538667	SEP
YPL256C_285	12	285	D14	50.423750	SEP
YPL265W_285	12	285	D2	890.912000	SEP
YPL265W_285	12	285	D5	34.116033	SEP
YPL265W_285	12	285	D14	50.681350	SEP
YPL273W_285	12	285	D2	710.836000	SEP
YPL273W_285	12	285	D5	96.245400	SEP
YPL273W_285	12	285	D14	75.120300	SEP
YPR009W_285	12	285	D2	449.278667	SEP
YPR009W_285	12	285	D5	51.510000	SEP
YPR009W_285	12	285	D14	31.635800	SEP
YPR074C_285	12	285	D2	5901.356667	SEP
YPR074C_285	12	285	D5	1761.886667	SEP
YPR074C_285	12	285	D14	422.784500	SEP
YPR102C_285	12	285	D2	6041.386667	SEP
YPR102C_285	12	285	D5	952.184000	SEP
YPR102C_285	12	285	D14	300.336000	SEP
YPR119W_285	12	285	D2	341.739333	SEP
YPR119W_285	12	285	D5	53.428100	SEP
YPR119W_285	12	285	D14	13.982200	SEP
YPR145W_285	12	285	D2	3493.870000	SEP
YPR145W_285	12	285	D5	782.439333	SEP
YPR145W_285	12	285	D14	518.202500	SEP
YBR084C-A_285	12	285	D2	5590.726667	SEP
YBR084C-A_285	12	285	D5	1661.646667	SEP
YBR084C-A_285	12	285	D14	659.083500	SEP
YBR121C_285	12	285	D2	2938.963333	SEP
YBR121C_285	12	285	D5	910.611667	SEP
YBR121C_285	12	285	D14	221.994500	SEP
YBR159W_285	12	285	D2	3788.073333	SEP
YBR159W_285	12	285	D5	958.316000	SEP
YBR159W_285	12	285	D14	253.803000	SEP
YDL081C_285	12	285	D2	6429.363333	SEP
YDL081C_285	12	285	D5	1585.966667	SEP
YDL081C_285	12	285	D14	678.942500	SEP
YDL083C_285	12	285	D2	7114.126667	SEP
YDL083C_285	12	285	D5	2180.953333	SEP
YDL083C_285	12	285	D14	856.884500	SEP
YDR064W_285	12	285	D2	7988.810000	SEP
YDR064W_285	12	285	D5	2304.646667	SEP
YDR064W_285	12	285	D14	633.827000	SEP
YDR418W_285	12	285	D2	8373.416667	SEP
YDR418W_285	12	285	D5	2375.736667	SEP
YDR418W_285	12	285	D14	692.326000	SEP
YDR471W_285	12	285	D2	5431.466667	SEP
YDR471W_285	12	285	D5	1607.973333	SEP
YDR471W_285	12	285	D14	751.289000	SEP
YFL034C-A_285	12	285	D2	2508.390000	SEP
YFL034C-A_285	12	285	D5	545.611000	SEP
YFL034C-A_285	12	285	D14	142.957000	SEP
YFR031C-A_285	12	285	D2	7055.455000	SEP
YFR031C-A_285	12	285	D5	2156.123333	SEP
YFR031C-A_285	12	285	D14	980.735000	SEP
YGL076C_285	12	285	D2	8100.690000	SEP
YGL076C_285	12	285	D5	2751.286667	SEP
YGL076C_285	12	285	D14	813.789000	SEP
YGL123W_285	12	285	D2	7862.683333	SEP
YGL123W_285	12	285	D5	2526.323333	SEP
YGL123W_285	12	285	D14	606.976000	SEP
YHR010W_285	12	285	D2	6383.830000	SEP
YHR010W_285	12	285	D5	1695.986667	SEP
YHR010W_285	12	285	D14	677.651000	SEP
YHR020W_285	12	285	D2	3510.243333	SEP
YHR020W_285	12	285	D5	997.684333	SEP
YHR020W_285	12	285	D14	415.830500	SEP
YHR039C_285	12	285	D2	4409.526667	SEP
YHR039C_285	12	285	D5	1314.223333	SEP
YHR039C_285	12	285	D14	212.125000	SEP
YHR193C_285	12	285	D2	5059.290000	SEP
YHR193C_285	12	285	D5	1248.246667	SEP
YHR193C_285	12	285	D14	811.372500	SEP
YIL133C_285	12	285	D2	7171.970000	SEP
YIL133C_285	12	285	D5	2471.213333	SEP
YIL133C_285	12	285	D14	578.746000	SEP
YJR123W_285	12	285	D2	7921.263333	SEP
YJR123W_285	12	285	D5	2493.703333	SEP
YJR123W_285	12	285	D14	1637.445000	SEP
YKR094C_285	12	285	D2	7305.083333	SEP
YKR094C_285	12	285	D5	2054.480000	SEP
YKR094C_285	12	285	D14	919.961500	SEP
YLR066W_285	12	285	D2	1709.086667	SEP
YLR066W_285	12	285	D5	452.922333	SEP
YLR066W_285	12	285	D14	158.279500	SEP
YLR130C_285	12	285	D2	1178.853667	SEP
YLR130C_285	12	285	D5	350.216333	SEP
YLR130C_285	12	285	D14	108.401400	SEP
YLR150W_285	12	285	D2	6012.580000	SEP
YLR150W_285	12	285	D5	1527.346667	SEP
YLR150W_285	12	285	D14	1208.585000	SEP
YLR197W_285	12	285	D2	2052.910000	SEP
YLR197W_285	12	285	D5	588.818667	SEP
YLR197W_285	12	285	D14	120.477000	SEP
YLR325C_285	12	285	D2	6627.030000	SEP
YLR325C_285	12	285	D5	1789.886667	SEP
YLR325C_285	12	285	D14	655.792500	SEP
YLR340W_285	12	285	D2	6984.786667	SEP
YLR340W_285	12	285	D5	2399.820000	SEP
YLR340W_285	12	285	D14	1657.865000	SEP
YLR344W_285	12	285	D2	8012.550000	SEP
YLR344W_285	12	285	D5	2174.663333	SEP
YLR344W_285	12	285	D14	352.621500	SEP
YMR116C_285	12	285	D2	7362.670000	SEP
YMR116C_285	12	285	D5	2191.506667	SEP
YMR116C_285	12	285	D14	838.819000	SEP
YMR142C_285	12	285	D2	7540.086667	SEP
YMR142C_285	12	285	D5	2113.113333	SEP
YMR142C_285	12	285	D14	741.337500	SEP
YMR242C_285	12	285	D2	6591.293333	SEP
YMR242C_285	12	285	D5	2288.520000	SEP
YMR242C_285	12	285	D14	547.642500	SEP
YNL209W_285	12	285	D2	8132.226667	SEP
YNL209W_285	12	285	D5	3151.710000	SEP
YNL209W_285	12	285	D14	1190.330000	SEP
YOL121C_285	12	285	D2	3825.993333	SEP
YOL121C_285	12	285	D5	863.241333	SEP
YOL121C_285	12	285	D14	272.793000	SEP
YOR108W_285	12	285	D2	968.780333	SEP
YOR108W_285	12	285	D5	274.273667	SEP
YOR108W_285	12	285	D14	75.867900	SEP
YOR143C_285	12	285	D2	538.990667	SEP
YOR143C_285	12	285	D5	197.196333	SEP
YOR143C_285	12	285	D14	48.105450	SEP
YOR167C_285	12	285	D2	5918.383333	SEP
YOR167C_285	12	285	D5	1692.373333	SEP
YOR167C_285	12	285	D14	773.053500	SEP
YOR341W_285	12	285	D2	3021.393333	SEP
YOR341W_285	12	285	D5	966.184333	SEP
YOR341W_285	12	285	D14	566.256500	SEP
YPL079W_285	12	285	D2	7578.606667	SEP
YPL079W_285	12	285	D5	2249.883333	SEP
YPL079W_285	12	285	D14	454.599500	SEP
YPL131W_285	12	285	D2	6777.600000	SEP
YPL131W_285	12	285	D5	1948.283333	SEP
YPL131W_285	12	285	D14	713.894500	SEP
YPL226W_285	12	285	D2	3358.030000	SEP
YPL226W_285	12	285	D5	1122.500000	SEP
YPL226W_285	12	285	D14	247.802000	SEP
SPAC27E2.11c_BM45	12	BM45	D2	15.543487	SEP
SPAC27E2.11c_BM45	12	BM45	D5	4.652903	SEP
SPAC27E2.11c_BM45	12	BM45	D14	2.408555	SEP
SPBC409.09c_BM45	12	BM45	D2	5.430647	SEP
SPBC409.09c_BM45	12	BM45	D5	2.124274	SEP
SPBC409.09c_BM45	12	BM45	D14	3.973594	SEP
YAL007C_BM45	12	BM45	D2	2843.766667	SEP
YAL007C_BM45	12	BM45	D5	763.175333	SEP
YAL007C_BM45	12	BM45	D14	241.675500	SEP
YAR075W_BM45	12	BM45	D2	1465.316728	SEP
YAR075W_BM45	12	BM45	D5	318.250121	SEP
YAR075W_BM45	12	BM45	D14	264.712400	SEP
YBR038W_BM45	12	BM45	D2	374.307333	SEP
YBR038W_BM45	12	BM45	D5	61.648900	SEP
YBR038W_BM45	12	BM45	D14	67.987250	SEP
YBR084W_BM45	12	BM45	D2	1344.623333	SEP
YBR084W_BM45	12	BM45	D5	366.342667	SEP
YBR084W_BM45	12	BM45	D14	87.882000	SEP
YBR115C_BM45	12	BM45	D2	1700.996667	SEP
YBR115C_BM45	12	BM45	D5	455.772333	SEP
YBR115C_BM45	12	BM45	D14	119.457500	SEP
YBR189W_BM45	12	BM45	D2	5891.930000	SEP
YBR189W_BM45	12	BM45	D5	1803.660000	SEP
YBR189W_BM45	12	BM45	D14	227.442500	SEP
YBR249C_BM45	12	BM45	D2	2436.853333	SEP
YBR249C_BM45	12	BM45	D5	586.469667	SEP
YBR249C_BM45	12	BM45	D14	85.163700	SEP
YBR252W_BM45	12	BM45	D2	1416.336667	SEP
YBR252W_BM45	12	BM45	D5	445.697667	SEP
YBR252W_BM45	12	BM45	D14	90.894150	SEP
YCR034W_BM45	12	BM45	D2	1913.256667	SEP
YCR034W_BM45	12	BM45	D5	293.924333	SEP
YCR034W_BM45	12	BM45	D14	63.639300	SEP
YCR087C-A_BM45	12	BM45	D2	1065.831000	SEP
YCR087C-A_BM45	12	BM45	D5	371.102333	SEP
YCR087C-A_BM45	12	BM45	D14	86.863350	SEP
YDL003W_BM45	12	BM45	D2	582.436667	SEP
YDL003W_BM45	12	BM45	D5	45.052033	SEP
YDL003W_BM45	12	BM45	D14	51.245550	SEP
YDL037C_BM45	12	BM45	D2	273.102700	SEP
YDL037C_BM45	12	BM45	D5	55.071867	SEP
YDL037C_BM45	12	BM45	D14	9.835480	SEP
