GeneID	Clid	Type
SPBC146.05c	32	ODEP
SPBC3H7.13	32	ODEP
YKL149C	32	ODEP
SPAC24C9.13c	32	ODEP
SPAC24H6.08	32	ODEP
SPBC3B8.05	32	ODEP
SPAC1071.07c	33	ODEP
SPAC11D3.09	33	ODEP
SPAC1296.02	33	ODEP
SPAC12G12.07c	33	ODEP
SPAC13C5.01c	33	ODEP
SPAC1687.18c	33	ODEP
SPAC17C9.12	33	ODEP
SPAC17G8.07	33	ODEP
SPAC1805.04	33	ODEP
SPAC1A6.10	33	ODEP
SPAC1A6.11	33	ODEP
SPAC1F3.01	33	ODEP
SPAC20G8.04c	33	ODEP
SPAC222.14c	33	ODEP
SPAC227.01c	33	ODEP
SPAC22E12.02	33	ODEP
SPAC22G7.01c	33	ODEP
SPAC24C9.16c	33	ODEP
SPAC29A4.05	33	ODEP
SPAC3A12.17c	33	ODEP
SPAC3G6.05	33	ODEP
SPAC3H1.13	33	ODEP
SPAC3H5.04	33	ODEP
SPAC4D7.12c	33	ODEP
SPAC513.06c	33	ODEP
SPAC57A10.09c	33	ODEP
SPAC5H10.12c	33	ODEP
SPAC683.02c	33	ODEP
SPAC6B12.02c	33	ODEP
SPAC6F6.05	33	ODEP
SPAC9E9.04	33	ODEP
SPAPB17E12.13	33	ODEP
SPAPJ691.03	33	ODEP
SPBC106.02c	33	ODEP
SPBC106.04	33	ODEP
SPBC11C11.07	33	ODEP
SPBC13E7.11	33	ODEP
SPBC1604.13c	33	ODEP
SPBC1773.14	33	ODEP
SPBC17D1.03c	33	ODEP
SPBC211.04c	33	ODEP
SPBC211.06	33	ODEP
SPBC215.07c	33	ODEP
SPBC21C3.07c	33	ODEP
SPBC21D10.08c	33	ODEP
SPBC25B2.09c	33	ODEP
SPBC27B12.13	33	ODEP
SPBC28F2.08c	33	ODEP
SPBC29A3.01	33	ODEP
SPBC29A3.03c	33	ODEP
SPBC342.05	33	ODEP
SPBC3F6.02c	33	ODEP
SPBC4.03c	33	ODEP
SPBC4B4.09	33	ODEP
SPBC530.06c	33	ODEP
SPBC646.09c	33	ODEP
SPBC646.10c	33	ODEP
SPBC651.07	33	ODEP
SPBC725.11c	33	ODEP
SPBC776.16	33	ODEP
SPBC83.03c	33	ODEP
SPBC887.11	33	ODEP
SPBP16F5.03c	33	ODEP
SPBP8B7.09c	33	ODEP
SPBP8B7.18c	33	ODEP
SPCC1223.06	33	ODEP
SPCC1322.08	33	ODEP
SPCC1442.10c	33	ODEP
SPCC1739.15	33	ODEP
SPCC290.02	33	ODEP
SPCC4B3.06c	33	ODEP
SPCC553.03	33	ODEP
SPCC576.10c	33	ODEP
SPCC794.10	33	ODEP
YLR377C	33	ODEP
SPAC10F6.10	33	ODEP
SPAC26A3.05	33	ODEP
SPAC1486.04c	33	ODEP
SPAC4F8.06	33	ODEP
SPAC9G1.11c	33	ODEP
SPBC30D10.15	33	ODEP
YDR263C	33	ODEP
YFL059W	33	ODEP
YGL156W	33	ODEP
YGR067C	33	ODEP
YKL221W	33	ODEP
YPL134C	33	ODEP
SPAC227.13c	33	ODEP
SPAC1071.05	35	ODEP
SPAC12B10.09	35	ODEP
SPAC1565.04c	35	ODEP
SPAC1565.05	35	ODEP
SPAC167.06c	35	ODEP
SPAC16C9.01c	35	ODEP
SPAC1783.03	35	ODEP
SPAC17A5.18c	35	ODEP
SPAC1952.04c	35	ODEP
SPAC1F5.08c	35	ODEP
SPAC212.04c	35	ODEP
SPAC23G3.02c	35	ODEP
SPAC27D7.14c	35	ODEP
SPAC31G5.10	35	ODEP
SPAC31G5.11	35	ODEP
SPAC343.17c	35	ODEP
SPAC3G9.08	35	ODEP
SPAC57A10.11c	35	ODEP
SPAC5D6.01	35	ODEP
SPAC6B12.06c	35	ODEP
SPAC6C3.03c	35	ODEP
SPAC823.07	35	ODEP
SPAC9.05	35	ODEP
SPAC977.12	35	ODEP
SPBC15D4.02	35	ODEP
SPBC1604.16c	35	ODEP
SPBC16H5.11c	35	ODEP
SPBC1718.02	35	ODEP
SPBC17D1.07c	35	ODEP
SPBC18H10.20c	35	ODEP
SPBC216.03	35	ODEP
SPBC21C3.02c	35	ODEP
SPBC405.05	35	ODEP
SPBC428.18	35	ODEP
SPBC56F2.01	35	ODEP
SPBC83.15	35	ODEP
SPBP35G2.02	35	ODEP
SPCC1020.08	35	ODEP
SPCC1223.08c	35	ODEP
SPCC338.04	35	ODEP
SPCC338.12	35	ODEP
SPCC4E9.02	35	ODEP
SPCC4G3.05c	35	ODEP
SPCC576.13	35	ODEP
SPCC965.13	35	ODEP
SPCC970.11c	35	ODEP
SPMIT.05	35	ODEP
YBR069C	35	ODEP
YGR289C	35	ODEP
YIR021W	35	ODEP
SPBP8B7.02	35	ODEP
SPAC926.09c	35	ODEP
SPCC1672.12c	35	ODEP
YDR308C	35	ODEP
SPAC1B3.09c	35	ODEP
SPAPB17E12.12c	35	ODEP
SPAC23D3.01	37	ODEP
SPBC146.12	37	ODEP
YAL041W	37	ODEP
YAL047C	37	ODEP
YBR026C	37	ODEP
YBR030W	37	ODEP
YBR131W	37	ODEP
YBR195C	37	ODEP
YBR216C	37	ODEP
YCL016C	37	ODEP
YCL032W	37	ODEP
YCR019W	37	ODEP
YCR065W	37	ODEP
YCR066W	37	ODEP
YDL017W	37	ODEP
YDL045C	37	ODEP
YDL090C	37	ODEP
YDL104C	37	ODEP
YDL105W	37	ODEP
YDL138W	37	ODEP
YDL216C	37	ODEP
YDL240W	37	ODEP
YDR014W	37	ODEP
YDR104C	37	ODEP
YDR108W	37	ODEP
YDR142C	37	ODEP
YDR159W	37	ODEP
YDR181C	37	ODEP
YDR192C	37	ODEP
YDR228C	37	ODEP
YDR240C	37	ODEP
YDR243C	37	ODEP
YDR266C	37	ODEP
YDR301W	37	ODEP
YDR323C	37	ODEP
YDR348C	37	ODEP
YDR451C	37	ODEP
YDR458C	37	ODEP
YDR466W	37	ODEP
YDR484W	37	ODEP
YDR499W	37	ODEP
YEL015W	37	ODEP
YEL036C	37	ODEP
YER076C	37	ODEP
YER111C	37	ODEP
YER144C	37	ODEP
YER168C	37	ODEP
YFR028C	37	ODEP
YFR048W	37	ODEP
YGL025C	37	ODEP
YGL035C	37	ODEP
YGL064C	37	ODEP
YGL101W	37	ODEP
YGL113W	37	ODEP
YGL169W	37	ODEP
YGR056W	37	ODEP
YGR068C	37	ODEP
YGR166W	37	ODEP
YGR179C	37	ODEP
YGR198W	37	ODEP
YHL029C	37	ODEP
YHR030C	37	ODEP
YHR036W	37	ODEP
YHR058C	37	ODEP
YHR085W	37	ODEP
YHR111W	37	ODEP
YHR167W	37	ODEP
YIL071C	37	ODEP
YIL083C	37	ODEP
YIL092W	37	ODEP
YJL029C	37	ODEP
YJL047C	37	ODEP
YJL069C	37	ODEP
YJL085W	37	ODEP
YJL132W	37	ODEP
YJL133W	37	ODEP
YJL162C	37	ODEP
YJL181W	37	ODEP
YJL204C	37	ODEP
YJR083C	37	ODEP
YKL018W	37	ODEP
YKL033W	37	ODEP
YKL048C	37	ODEP
YKL096W	37	ODEP
YKL105C	37	ODEP
YKL134C	37	ODEP
YKL173W	37	ODEP
YKR017C	37	ODEP
YKR020W	37	ODEP
YKR037C	37	ODEP
YKR077W	37	ODEP
YLR052W	37	ODEP
YLR098C	37	ODEP
YLR108C	37	ODEP
YLR182W	37	ODEP
YLR206W	37	ODEP
YLR326W	37	ODEP
YLR396C	37	ODEP
YLR414C	37	ODEP
YLR424W	37	ODEP
YML029W	37	ODEP
YML080W	37	ODEP
YML114C	37	ODEP
YMR109W	37	ODEP
YMR111C	37	ODEP
YMR166C	37	ODEP
YMR167W	37	ODEP
YMR192W	37	ODEP
YMR224C	37	ODEP
YMR231W	37	ODEP
YMR268C	37	ODEP
YMR288W	37	ODEP
YMR293C	37	ODEP
YNL059C	37	ODEP
YNL086W	37	ODEP
YNL106C	37	ODEP
YNL224C	37	ODEP
YNL236W	37	ODEP
YNL309W	37	ODEP
YNR011C	37	ODEP
YNR038W	37	ODEP
YNR039C	37	ODEP
YNR040W	37	ODEP
YNR044W	37	ODEP
YNR046W	37	ODEP
YNR048W	37	ODEP
YNR052C	37	ODEP
YOL056W	37	ODEP
YOL073C	37	ODEP
YOR069W	37	ODEP
YOR076C	37	ODEP
YOR081C	37	ODEP
YOR112W	37	ODEP
YOR129C	37	ODEP
YOR137C	37	ODEP
YOR160W	37	ODEP
YOR181W	37	ODEP
YOR233W	37	ODEP
YOR249C	37	ODEP
YOR250C	37	ODEP
YOR275C	37	ODEP
YOR294W	37	ODEP
YOR349W	37	ODEP
YOR353C	37	ODEP
YOR386W	37	ODEP
YPL077C	37	ODEP
YPL084W	37	ODEP
YPL097W	37	ODEP
YPL109C	37	ODEP
YPL116W	37	ODEP
YPL137C	37	ODEP
YPL172C	37	ODEP
YPL188W	37	ODEP
YPL233W	37	ODEP
YPL259C	37	ODEP
YPL269W	37	ODEP
YPR019W	37	ODEP
YPR031W	37	ODEP
YPR055W	37	ODEP
YPR056W	37	ODEP
YPR079W	37	ODEP
YPR083W	37	ODEP
YPR091C	37	ODEP
YPR171W	37	ODEP
YPR178W	37	ODEP
YPR186C	37	ODEP
YPL042C	37	ODEP
YBR215W	37	ODEP
SPAC1142.01	39	ODEP
SPAC1296.06	39	ODEP
SPAC18G6.07c	39	ODEP
SPAC19A8.05c	39	ODEP
SPAC22G7.02	39	ODEP
SPAC26A3.16	39	ODEP
SPAC30C2.03	39	ODEP
SPAC30D11.14c	39	ODEP
SPAC31G5.13	39	ODEP
SPAC328.08c	39	ODEP
SPAC3F10.05c	39	ODEP
SPAC3G6.06c	39	ODEP
SPAC6C3.05	39	ODEP
SPAC869.11	39	ODEP
SPAC922.06	39	ODEP
SPBC12C2.03c	39	ODEP
SPBC13G1.13	39	ODEP
SPBC146.10	39	ODEP
SPBC17G9.07	39	ODEP
SPBC21H7.05	39	ODEP
SPBC4B4.02c	39	ODEP
SPBC660.13c	39	ODEP
SPCC1281.07c	39	ODEP
SPCC1322.06	39	ODEP
SPCC24B10.07	39	ODEP
SPCC24B10.11c	39	ODEP
SPCC645.08c	39	ODEP
SPCC794.01c	39	ODEP
SPCC794.04c	39	ODEP
YAL001C	39	ODEP
YAR023C	39	ODEP
YBL011W	39	ODEP
YBL033C	39	ODEP
YBL049W	39	ODEP
YBL071W-A	39	ODEP
YBR006W	39	ODEP
YBR049C	39	ODEP
YBR132C	39	ODEP
YBR182C	39	ODEP
YBR211C	39	ODEP
YBR255W	39	ODEP
YBR269C	39	ODEP
YCL017C	39	ODEP
YCL066W	39	ODEP
YCR104W	39	ODEP
YDL079C	39	ODEP
YDL159W	39	ODEP
YDL175C	39	ODEP
YDL215C	39	ODEP
YDL223C	39	ODEP
YDR030C	39	ODEP
YDR122W	39	ODEP
YDR346C	39	ODEP
YDR350C	39	ODEP
YDR494W	39	ODEP
YDR504C	39	ODEP
YDR505C	39	ODEP
YDR540C	39	ODEP
YEL024W	39	ODEP
YEL035C	39	ODEP
YER051W	39	ODEP
YER053C	39	ODEP
YER078W-A	39	ODEP
YER182W	39	ODEP
YFR003C	39	ODEP
YGL006W-A	39	ODEP
YGL181W	39	ODEP
YGR070W	39	ODEP
YGR126W	39	ODEP
YGR141W	39	ODEP
YGR197C	39	ODEP
YGR243W	39	ODEP
YGR281W	39	ODEP
YHL012W	39	ODEP
YHR104W	39	ODEP
YHR140W	39	ODEP
YIL003W	39	ODEP
YIL024C	39	ODEP
YIL072W	39	ODEP
YIL125W	39	ODEP
YIR017C	39	ODEP
YIR018C-A	39	ODEP
YIR033W	39	ODEP
YJL163C	39	ODEP
YJL164C	39	ODEP
YJR119C	39	ODEP
YKL005C	39	ODEP
YKL038W	39	ODEP
YKL085W	39	ODEP
YKL146W	39	ODEP
YKL148C	39	ODEP
YKL163W	39	ODEP
YKR005C	39	ODEP
YKR008W	39	ODEP
YKR046C	39	ODEP
YKR049C	39	ODEP
YLL029W	39	ODEP
YLL040C	39	ODEP
YLL056C	39	ODEP
YLR174W	39	ODEP
YLR248W	39	ODEP
YLR345W	39	ODEP
YML005W	39	ODEP
YML030W	39	ODEP
YML119W	39	ODEP
YML120C	39	ODEP
YMR178W	39	ODEP
YMR180C	39	ODEP
YMR182C	39	ODEP
YMR185W	39	ODEP
YMR194C-B	39	ODEP
YMR253C	39	ODEP
YMR302C	39	ODEP
YNL037C	39	ODEP
YNL078W	39	ODEP
YNL164C	39	ODEP
YNL192W	39	ODEP
YNL271C	39	ODEP
YNL295W	39	ODEP
YNR047W	39	ODEP
YOL001W	39	ODEP
YOL023W	39	ODEP
YOL024W	39	ODEP
YOL045W	39	ODEP
YOL084W	39	ODEP
YOL116W	39	ODEP
YOL126C	39	ODEP
YOR034C-A	39	ODEP
YOR134W	39	ODEP
YOR141C	39	ODEP
YOR186W	39	ODEP
YOR196C	39	ODEP
YOR213C	39	ODEP
YOR215C	39	ODEP
YOR227W	39	ODEP
YOR292C	39	ODEP
YOR388C	39	ODEP
YPL052W	39	ODEP
YPL056C	39	ODEP
YPL260W	39	ODEP
YPR008W	39	ODEP
YPR026W	39	ODEP
YPR168W	39	ODEP
YPR169W	39	ODEP
YDR195W	39	ODEP
YDR485C	39	ODEP
YFR004W	39	ODEP
YAL016W	39	ODEP
YDR092W	39	ODEP
YDR262W	39	ODEP
YER004W	39	ODEP
YFL036W	39	ODEP
YGR057C	39	ODEP
YGR132C	39	ODEP
YHR132W-A	39	ODEP
YKL064W	39	ODEP
YKL074C	39	ODEP
YKR014C	39	ODEP
YLR019W	39	ODEP
YLR245C	39	ODEP
YLR371W	39	ODEP
YML128C	39	ODEP
YNL081C	39	ODEP
YNR031C	39	ODEP
YOR089C	39	ODEP
YPR148C	39	ODEP
SPAC1002.10c	40	ODEP
SPAC1002.19	40	ODEP
SPAC1039.08	40	ODEP
SPAC1039.09	40	ODEP
SPAC105.01c	40	ODEP
SPAC11G7.05c	40	ODEP
SPAC11G7.06c	40	ODEP
SPAC11H11.04	40	ODEP
SPAC144.05	40	ODEP
SPAC16C9.02c	40	ODEP
SPAC16E8.10c	40	ODEP
SPAC186.03	40	ODEP
SPAC186.07c	40	ODEP
SPAC19B12.05c	40	ODEP
SPAC1B3.07c	40	ODEP
SPAC1B9.02c	40	ODEP
SPAC1F5.04c	40	ODEP
SPAC1F5.05c	40	ODEP
SPAC1F7.05	40	ODEP
SPAC1F7.12	40	ODEP
SPAC20G4.04c	40	ODEP
SPAC20G8.02	40	ODEP
SPAC22G7.03	40	ODEP
SPAC22G7.09c	40	ODEP
SPAC23D3.13c	40	ODEP
SPAC23H4.09	40	ODEP
SPAC29A4.20	40	ODEP
SPAC30C2.05	40	ODEP
SPAC323.03c	40	ODEP
SPAC3G9.04	40	ODEP
SPAC3H8.04	40	ODEP
SPAC458.05	40	ODEP
SPAC4F10.08	40	ODEP
SPAC4F10.12	40	ODEP
SPAC4F8.11	40	ODEP
SPAC57A10.10c	40	ODEP
SPAC5H10.01	40	ODEP
SPAC630.15	40	ODEP
SPAC637.11	40	ODEP
SPAC644.08	40	ODEP
SPAC694.03	40	ODEP
SPAC6B12.03c	40	ODEP
SPAC6B12.09	40	ODEP
SPAC6C3.07	40	ODEP
SPAC821.04c	40	ODEP
SPAC890.08	40	ODEP
SPAP14E8.02	40	ODEP
SPAP32A8.03c	40	ODEP
SPAPB24D3.07c	40	ODEP
SPAPB24D3.10c	40	ODEP
SPAPJ698.03c	40	ODEP
SPBC106.06	40	ODEP
SPBC106.10	40	ODEP
SPBC106.16	40	ODEP
SPBC1198.03c	40	ODEP
SPBC12D12.03	40	ODEP
SPBC1347.07	40	ODEP
SPBC15D4.07c	40	ODEP
SPBC1604.04	40	ODEP
SPBC16A3.14	40	ODEP
SPBC16E9.05	40	ODEP
SPBC1703.01c	40	ODEP
SPBC1709.10c	40	ODEP
SPBC1709.17	40	ODEP
SPBC17A3.04c	40	ODEP
SPBC1921.01c	40	ODEP
SPBC1D7.05	40	ODEP
SPBC215.04	40	ODEP
SPBC32C12.02	40	ODEP
SPBC365.15	40	ODEP
SPBC3B9.17	40	ODEP
SPBC543.02c	40	ODEP
SPBC557.05	40	ODEP
SPBC651.04	40	ODEP
SPBC660.08	40	ODEP
SPBC685.08	40	ODEP
SPBC713.12	40	ODEP
SPBC725.12	40	ODEP
SPBP23A10.08	40	ODEP
SPBP23A10.13	40	ODEP
SPBP4H10.10	40	ODEP
SPCC1183.10	40	ODEP
SPCC1620.13	40	ODEP
SPCC16A11.03c	40	ODEP
SPCC24B10.16c	40	ODEP
SPCC285.03	40	ODEP
SPCC290.03c	40	ODEP
SPCC576.01c	40	ODEP
SPCC576.16c	40	ODEP
SPCC622.05	40	ODEP
SPCC622.10c	40	ODEP
SPCC645.07	40	ODEP
SPCC645.11c	40	ODEP
SPCC737.06c	40	ODEP
SPCC970.05	40	ODEP
SPCC970.09	40	ODEP
SPCP20C8.02c	40	ODEP
SPMIT.07	40	ODEP
YAL063C-A	40	ODEP
SPAC57A7.12	40	ODEP
SPAC22H10.07	40	ODEP
SPBC1198.04c	40	ODEP
SPCC1281.06c	40	ODEP
SPCC14G10.01	40	ODEP
SPCC18B5.07c	40	ODEP
YNL202W	40	ODEP
SPBC1703.04	40	ODEP
SPAC8F11.06	40	ODEP
SPBC17G9.09	40	ODEP
YDR168W	40	ODEP
YMR096W	40	ODEP
SPAC630.10	40	ODEP
SPBC3H7.08c	40	ODEP
SPAC869.10c	40	ODEP
SPAC1250.03	40	ODEP
SPAC30C2.02	40	ODEP
SPAC11E3.08c	40	ODEP
SPAC144.16	40	ODEP
SPAC13G6.15c	40	ODEP
SPAC13G6.06c	40	ODEP
SPBC16A3.12c	40	ODEP
SPBC1711.12	40	ODEP
SPAC1002.01	41	ODEP
SPAC17A5.01	41	ODEP
SPAC1F5.06	41	ODEP
SPAC212.09c	41	ODEP
SPAC24C9.03	41	ODEP
SPAC26A3.08	41	ODEP
SPCC622.08c	41	ODEP
SPCC794.07	41	ODEP
SPCC962.01	41	ODEP
YAL026C	41	ODEP
YAL042W	41	ODEP
YAL059W	41	ODEP
YBL009W	41	ODEP
YBL034C	41	ODEP
YBL057C	41	ODEP
YBL082C	41	ODEP
YBR028C	41	ODEP
YBR112C	41	ODEP
YBR137W	41	ODEP
YBR138C	41	ODEP
YBR149W	41	ODEP
YBR166C	41	ODEP
YBR221C	41	ODEP
YBR233W-A	41	ODEP
YBR234C	41	ODEP
YBR243C	41	ODEP
YBR276C	41	ODEP
YCR032W	41	ODEP
YCR094W	41	ODEP
YDL036C	41	ODEP
YDL042C	41	ODEP
YDL043C	41	ODEP
YDL101C	41	ODEP
YDL111C	41	ODEP
YDL143W	41	ODEP
YDL145C	41	ODEP
YDL164C	41	ODEP
YDR062W	41	ODEP
YDR063W	41	ODEP
YDR137W	41	ODEP
YDR161W	41	ODEP
YDR180W	41	ODEP
YDR238C	41	ODEP
YDR298C	41	ODEP
YDR356W	41	ODEP
YDR371W	41	ODEP
YDR383C	41	ODEP
YDR393W	41	ODEP
YDR420W	41	ODEP
YDR469W	41	ODEP
YDR478W	41	ODEP
YDR497C	41	ODEP
YDR514C	41	ODEP
YDR539W	41	ODEP
YEL042W	41	ODEP
YEL043W	41	ODEP
YEL051W	41	ODEP
YER032W	41	ODEP
YER056C	41	ODEP
YER080W	41	ODEP
YER090W	41	ODEP
YER107C	41	ODEP
YER113C	41	ODEP
YER134C	41	ODEP
YER146W	41	ODEP
YER170W	41	ODEP
YFL010C	41	ODEP
YFL028C	41	ODEP
YFR025C	41	ODEP
YFR027W	41	ODEP
YFR038W	41	ODEP
YFR044C	41	ODEP
YFR051C	41	ODEP
YGL001C	41	ODEP
YGL019W	41	ODEP
YGL040C	41	ODEP
YGL086W	41	ODEP
YGL236C	41	ODEP
YGL238W	41	ODEP
YGL243W	41	ODEP
YGR026W	41	ODEP
YGR082W	41	ODEP
YGR116W	41	ODEP
YGR124W	41	ODEP
YGR145W	41	ODEP
YGR156W	41	ODEP
YGR169C	41	ODEP
YGR216C	41	ODEP
YGR229C	41	ODEP
YGR271W	41	ODEP
YHR012W	41	ODEP
YHR032W	41	ODEP
YHR046C	41	ODEP
YHR076W	41	ODEP
YHR077C	41	ODEP
YHR127W	41	ODEP
YHR190W	41	ODEP
YIL002C	41	ODEP
YIL063C	41	ODEP
YIL132C	41	ODEP
YIL137C	41	ODEP
YIL147C	41	ODEP
YJL011C	41	ODEP
YJL012C	41	ODEP
YJL062W	41	ODEP
YJL074C	41	ODEP
YJL081C	41	ODEP
YJL111W	41	ODEP
YJL127C-B	41	ODEP
YJL207C	41	ODEP
YJR017C	41	ODEP
YJR043C	41	ODEP
YJR051W	41	ODEP
YJR129C	41	ODEP
YKL033W-A	41	ODEP
YKL104C	41	ODEP
YKL114C	41	ODEP
YKL216W	41	ODEP
YKR003W	41	ODEP
YKR095W-A	41	ODEP
YLL022C	41	ODEP
YLR009W	41	ODEP
YLR051C	41	ODEP
YLR056W	41	ODEP
YLR063W	41	ODEP
YLR068W	41	ODEP
YLR078C	41	ODEP
YLR118C	41	ODEP
YLR172C	41	ODEP
YLR192C	41	ODEP
YLR209C	41	ODEP
YLR221C	41	ODEP
YLR231C	41	ODEP
YLR291C	41	ODEP
YLR306W	41	ODEP
YLR313C	41	ODEP
YLR316C	41	ODEP
YLR353W	41	ODEP
YML062C	41	ODEP
YML070W	41	ODEP
YML072C	41	ODEP
YML079W	41	ODEP
YML085C	41	ODEP
YML101C	41	ODEP
YMR015C	41	ODEP
YMR122W-A	41	ODEP
YMR125W	41	ODEP
YMR147W	41	ODEP
YMR203W	41	ODEP
YMR247C	41	ODEP
YMR270C	41	ODEP
YNL004W	41	ODEP
YNL026W	41	ODEP
YNL045W	41	ODEP
YNL046W	41	ODEP
YNL070W	41	ODEP
YNL071W	41	ODEP
YNL085W	41	ODEP
YNL087W	41	ODEP
YNL121C	41	ODEP
YNL138W	41	ODEP
YNL181W	41	ODEP
YNL188W	41	ODEP
YNL189W	41	ODEP
YNL206C	41	ODEP
YNL233W	41	ODEP
YNL239W	41	ODEP
YNR012W	41	ODEP
YNR053C	41	ODEP
YNR059W	41	ODEP
YOL088C	41	ODEP
YOL098C	41	ODEP
YOL143C	41	ODEP
YOR115C	41	ODEP
YOR130C	41	ODEP
YOR165W	41	ODEP
YOR188W	41	ODEP
YOR212W	41	ODEP
YOR239W	41	ODEP
YOR260W	41	ODEP
YOR281C	41	ODEP
YOR304C-A	41	ODEP
YOR335C	41	ODEP
YOR368W	41	ODEP
YPL008W	41	ODEP
YPL040C	41	ODEP
YPL050C	41	ODEP
YPL094C	41	ODEP
YPL129W	41	ODEP
YPL145C	41	ODEP
YPL158C	41	ODEP
YPL212C	41	ODEP
YPL234C	41	ODEP
YPR037C	41	ODEP
YPR135W	41	ODEP
YPR162C	41	ODEP
YPL143W	41	ODEP
YBR015C	41	ODEP
YDL100C	41	ODEP
YDR212W	41	ODEP
YDR487C	41	ODEP
YEL027W	41	ODEP
YFR014C	41	ODEP
YGR155W	41	ODEP
YIL148W	41	ODEP
YLR342W	41	ODEP
YML071C	41	ODEP
YNL255C	41	ODEP
YBR161W	41	ODEP
YDL093W	41	ODEP
YEL016C	41	ODEP
YGL140C	41	ODEP
YJL178C	41	ODEP
YKL039W	41	ODEP
YLR283W	41	ODEP
YNL261W	41	ODEP
YNL326C	41	ODEP
YOR085W	41	ODEP
SPAC12B10.05	43	ODEP
SPAC13A11.05	43	ODEP
SPAC14C4.15c	43	ODEP
SPAC1527.01	43	ODEP
SPAC15A10.05c	43	ODEP
SPAC1687.04	43	ODEP
SPAC16E8.14c	43	ODEP
SPAC16E8.15	43	ODEP
SPAC17A5.08	43	ODEP
SPAC17G6.03	43	ODEP
SPAC1834.01	43	ODEP
SPAC18B11.06	43	ODEP
SPAC1A6.07	43	ODEP
SPAC222.08c	43	ODEP
SPAC23C11.02c	43	ODEP
SPAC24H6.09	43	ODEP
SPAC25B8.07c	43	ODEP
SPAC26H5.13c	43	ODEP
SPAC2C4.17c	43	ODEP
SPAC2E1P3.01	43	ODEP
SPAC30C2.06c	43	ODEP
SPAC3H5.11	43	ODEP
SPAC4A8.11c	43	ODEP
SPAC4G9.14	43	ODEP
SPAC4H3.01	43	ODEP
SPAC589.08c	43	ODEP
SPAC869.01	43	ODEP
SPAC9G1.02	43	ODEP
SPAP8A3.12c	43	ODEP
SPBC119.15	43	ODEP
SPBC11C11.06c	43	ODEP
SPBC1348.11	43	ODEP
SPBC13G1.15c	43	ODEP
SPBC15D4.04	43	ODEP
SPBC15D4.05	43	ODEP
SPBC1604.15	43	ODEP
SPBC1A4.11c	43	ODEP
SPBC21B10.04c	43	ODEP
SPBC25D12.02c	43	ODEP
SPBC25H2.02	43	ODEP
SPBC29A10.01	43	ODEP
SPBC2A9.06c	43	ODEP
SPBC336.14c	43	ODEP
SPBC365.10	43	ODEP
SPBC3E7.09	43	ODEP
SPBC409.17c	43	ODEP
SPBC530.14c	43	ODEP
SPBC776.12c	43	ODEP
SPBC8E4.04	43	ODEP
SPBC947.05c	43	ODEP
SPBCPT2R1.08c	43	ODEP
SPBPB2B2.08	43	ODEP
SPCC1442.13c	43	ODEP
SPCC1672.08c	43	ODEP
SPCC4G3.14	43	ODEP
SPCC584.11c	43	ODEP
SPCC613.10	43	ODEP
SPCC962.06c	43	ODEP
YBR230W-A	43	ODEP
YGL124C	43	ODEP
YGR224W	43	ODEP
YLR030W	43	ODEP
YLR227C	43	ODEP
YOR068C	43	ODEP
YOR278W	43	ODEP
YOR356W	43	ODEP
YPR006C	43	ODEP
SPAC3C7.04	43	ODEP
SPAC6G9.16c	43	ODEP
SPBC16E9.17c	43	ODEP
SPAC9E9.10c	43	ODEP
SPCC1281.08	43	ODEP
SPAC23C11.04c	43	ODEP
SPAC27F1.06c	43	ODEP
SPAP8A3.10	43	ODEP
SPCC1795.01c	43	ODEP
YBR242W	43	ODEP
SPAC607.02c	43	ODEP
SPBC1105.01	43	ODEP
SPCC18.17c	43	ODEP
SPCC1840.01c	43	ODEP
SPCC645.12c	43	ODEP
SPACUNK4.08	43	ODEP
YPL216W	43	ODEP
SPAC1420.01c	43	ODEP
YKL006C-A	43	ODEP
SPAC14C4.09	43	ODEP
SPAC7D4.06c	43	ODEP
SPBC685.04c	43	ODEP
YAL003W	43	ODEP
YBR109C	43	ODEP
YCR012W	43	ODEP
YDR050C	43	ODEP
YEL023C	43	ODEP
YFL038C	43	ODEP
YGR231C	43	ODEP
YJL014W	43	ODEP
YJL024C	43	ODEP
YKL152C	43	ODEP
YKL182W	43	ODEP
YLL043W	43	ODEP
YML066C	43	ODEP
YNL220W	43	ODEP
YOR045W	43	ODEP
YOR163W	43	ODEP
YPL121C	43	ODEP
YPL231W	43	ODEP
YPR028W	43	ODEP
YPR062W	43	ODEP
SPCC553.12c	43	ODEP
SPBC31F10.10c	43	ODEP
SPCC569.02c	43	ODEP
SPAC17G6.15c	43	ODEP
YBR052C	43	ODEP
YJL123C	43	ODEP
YOR033C	43	ODEP
YPL206C	43	ODEP
SPBC609.03	43	ODEP
SPAC328.06	43	ODEP
SPBPJ4664.03	43	ODEP
YGR168C	43	ODEP
SPAC20H4.10	43	ODEP
YCL024W	43	ODEP
YDL008W	43	ODEP
YDR002W	43	ODEP
YGR246C	43	ODEP
YHR210C	43	ODEP
YKL041W	43	ODEP
YNL312W	43	ODEP
YOR362C	43	ODEP
YPR181C	43	ODEP
SPAC11H11.05c	48	ODEP
SPAC144.17c	48	ODEP
SPAC1486.10	48	ODEP
SPAC14C4.07	48	ODEP
SPAC1565.02c	48	ODEP
SPAC1687.01	48	ODEP
SPAC1687.03c	48	ODEP
SPAC17A2.14	48	ODEP
