1	1		0.5545776398754498	1.0
1	2		0.10117962120113305	1.0
1	3		0.07131460254195143	1.0
1	4		0.23752485554435818	1.0
1	5		0.4005354572477387	1.0
1	6		0.22817457640605243	1.0
1	7		0.3103316525474592	1.0
1	8		0.145749460351145	1.0
1	9		0.394542737597963	1.0
1	10		0.08323317951692814	1.0
1	11		0.1996198766587625	1.0
1	12		0.0676029082613929	1.0
1	13		0.13093799992468302	1.0
1	14		0.04142013844834587	1.0
1	15		0.3631730104047753	1.0
1	16		0.07214191357209784	1.0
1	17		0.08086169418904764	1.0
1	18		0.26676518521953374	1.0
1	19		0.3763057932504147	1.0
1	20		0.17856403933648057	1.0
1	21		0.4531875065875666	1.0
1	22		0.33750208856291153	1.0
1	23		0.10184929592411954	1.0
1	24		0.1506388628587026	1.0
1	25		0.05174501283761923	1.0
1	26		0.1250806912425513	1.0
1	27		0.05496943757005158	1.0
1	28		0.2751053754421683	1.0
1	29		0.6060639019189241	0.993
1	30		0.176639231715872	1.0
1	31		0.07647252100843223	1.0
1	32		0.16529636995756172	1.0
1	33		0.5897747729729365	1.0
1	34		0.10494715985281862	1.0
1	35		0.29958578591517504	1.0
1	36		0.495770516557675	1.0
1	37		0.030559250327236807	1.0
1	38		0.3032912146583435	1.0
1	39		0.10528918197704301	1.0
1	40		0.19815235035134093	1.0
1	41		0.12299510908892235	1.0
1	42		0.18139312892240644	1.0
1	43		0.401636653612368	1.0
1	44		0.3662751328197559	1.0
1	45		0.1398427064153561	1.0
1	46		0.05859972195918222	1.0
1	47		0.3303377182984075	1.0
1	48		0.4956030471724852	1.0
1	49		0.05600036967629032	1.0
1	50		0.35845741236231116	1.0
1	51		0.08299837502756092	1.0
1	52		0.049113316598212886	1.0
1	53		0.1761078455619668	1.0
1	54		0.02674637735058972	1.0
1	55		0.1711914923581514	1.0
1	56		0.031413278709818214	1.0
1	57		0.3624422534491486	1.0
1	58		0.21180358441025546	1.0
1	59		0.08884047570762663	1.0
1	60		0.11303408398358668	1.0
1	61		0.1570741777611785	1.0
1	62		0.11189993232143829	1.0
1	63		0.25691487825538156	1.0
1	64		0.12286101216012518	1.0
1	65		0.06135698858107965	1.0
1	66		0.13831508684974667	1.0
1	67		0.17459897061313318	1.0
1	68		0.04978943585994729	1.0
1	69		0.08153282301010373	1.0
1	70		0.16682149285350265	1.0
1	71		0.5142875070865022	1.0
1	72		0.14639494616339183	1.0
1	73		0.1560102295050182	1.0
1	74		0.20553495080813652	1.0
1	75		0.08284218004384575	1.0
1	76		0.1328659699392833	1.0
1	77		0.07144106083828702	1.0
1	78		0.1641386001813412	1.0
1	79		0.5035755076596352	1.0
1	80		0.06670998600710319	1.0
1	81		0.059722835735227915	1.0
1	82		0.0960212999048831	1.0
1	83		0.11363827115177376	1.0
1	84		0.19349404917078541	1.0
1	85		0.3240383982500802	1.0
1	86		0.5297706763309866	1.0
1	87		0.15700622819829751	1.0
1	88		0.46553193377955265	1.0
1	89		0.18627295114447914	1.0
1	90		0.24711127422356519	1.0
1	91		0.06231951602174099	1.0
1	92		0.18298313443555778	1.0
1	93		0.1704711085091785	1.0
1	94		0.3164378918837078	1.0
1	95		0.0837252954201711	1.0
1	96		0.37646209866408203	1.0
1	97		0.10543572973284505	1.0
1	98		0.6281132323156339	0.946
1	99		0.09072167378149915	1.0
1	100		0.5401761884169461	1.0
1	101		0.3216218848935517	1.0
1	102		0.18900972444980627	1.0
1	103		0.045479121264320674	1.0
1	104		0.6898832875936965	0.73
1	105		0.08322116908474567	1.0
1	106		0.2676211794428413	1.0
1	107		0.17406678281212098	1.0
1	108		0.09602277459235271	1.0
1	109		0.08509500263175236	1.0
1	110		0.2855398358199547	1.0
1	111		0.053664490812337685	1.0
1	112		0.28020385357084504	1.0
1	113		0.12838611639770683	1.0
1	114		0.13830127334982248	1.0
1	115		0.3289685989152117	1.0
1	116		0.27402443431998597	1.0
1	117		0.04825166262336514	1.0
1	118		0.5807004101620262	1.0
1	119		0.021745927549721097	1.0
1	120		0.5233520071889308	1.0
